      FNTau        FNTau  1  0  3   7.620   0.062  130.7    2.2    1.8  3.494  0.021  0.020  -0.14  0.09  0.10  -0.67  0.11  0.04      0  4.80  0.60  0.00  5.68       0     0     0    9       0  -1.405  0.056  0.087  1.097  0.128  0.534  1  1.348   31.4   35.4    4.2   33.1   47.5    3.5   37.8   42.6    4.9   39.4   57.3    3.8  -5.01  0.20  0.31  -5.10  0.24  0.30  -5.11  0.20  0.29  -5.19  0.22  0.31  2.98  0.05  0.05  
      FYTau        FYTau  1  0  0   7.680   0.071  129.7    2.3    1.9  3.639  0.023  0.024   0.14  0.14  0.14  -0.02  0.09  0.15      0  6.10  0.34  0.32     0   -7.60  0.52  0.51    0       0  -1.690  0.059  0.084  1.041  0.098  0.400  0      0   41.4   34.5    6.0   42.9   53.2    4.3   29.0   23.3    4.2   30.1   36.8    3.0  -5.42  0.18  0.25  -5.47  0.19  0.30  -5.22  0.18  0.26  -5.30  0.21  0.30  2.32  0.05  0.05  
      GMAur        GMAur  1  1  0   6.264   0.083  158.9    3.6    3.0  3.676  0.015  0.017   0.20  0.11  0.10   0.12  0.02  0.08      0  6.42  0.21  0.25     0   -8.14  0.54  0.48    0       0  -0.077  0.052  0.084  2.145  0.015  0.017  0      0   11.9    2.4    2.0   13.3    2.5    2.2   12.3    2.2    2.1   13.7    2.4    2.3  -2.98  0.20  0.13  -3.06  0.18  0.13  -3.01  0.20  0.12  -3.08  0.18  0.11  3.04  0.04  0.05  
   Haro6-13     Haro6-13  1  0  0   7.665   0.188  129.7    4.2    3.1  3.585  0.025  0.023  -0.23  0.12  0.11  -0.26  0.14  0.14      0  6.13  0.36  0.30     0   -7.68  0.54  0.50    0       0  -0.391  0.069  0.094  1.810  0.264  0.059  0      0   16.4    4.4    3.3   21.9    7.8    3.2   28.0    6.8    5.1   36.5   11.9    5.5  -3.52  0.24  0.16  -3.70  0.15  0.17  -3.85  0.20  0.12  -3.98  0.14  0.16  3.44  0.04  0.06  
      HPTau        HPTau  1  0  0   5.645   0.107  176.0    5.2    3.9  3.676  0.015  0.017   0.49  0.11  0.11   0.14  0.05  0.10      0  6.04  0.20  0.26     0   -8.32  0.54  0.48    0       0  -0.769  0.059  0.081  1.594  0.027  0.027  0      0   37.2    8.0    6.8   64.8   12.3   12.4   41.1    8.3    7.1   69.6   14.3   11.5  -4.37  0.14  0.11  -4.64  0.12  0.11  -4.42  0.13  0.12  -4.69  0.13  0.10  3.46  0.04  0.05  
      IPTau        IPTau  1  0  0   7.658   0.042  130.1    2.0    1.7  3.585  0.024  0.024  -0.39  0.13  0.13  -0.23  0.13  0.13      0  6.43  0.34  0.34     0   -8.31  0.56  0.48    0       0  -1.572  0.058  0.085  1.539  0.074  0.060  0      0   15.1    3.9    2.6   15.8    5.0    2.6   15.3    3.3    2.7   15.8    4.6    2.6  -4.64  0.18  0.15  -4.68  0.18  0.18  -4.65  0.19  0.13  -4.68  0.17  0.16  2.41  0.03  0.06  
      IQTau        IQTau  1  0  0   7.618   0.062  130.8    2.2    1.9  3.576  0.021  0.019  -0.15  0.12  0.11  -0.30  0.11  0.14      0  5.94  0.31  0.31     0   -7.86  0.54  0.51    0       0  -0.836  0.054  0.081  1.854  0.014  0.016  0      0   13.8    2.8    2.5   16.3    3.0    2.9   14.1    2.4    2.5   16.4    2.9    2.8  -3.83  0.18  0.13  -3.95  0.18  0.11  -3.85  0.19  0.11  -3.95  0.16  0.11  2.68  0.03  0.06  
  IRAS04125    IRAS04125  1  1  0   6.252   0.066  159.2    3.3    2.8  3.564  0.018  0.017  -0.39  0.06  0.06  -0.34  0.10  0.10      0  6.16  0.26  0.17     0   -9.39  0.55  0.47    0       0  -1.250  0.054  0.084  1.675  0.023  0.025  0      0   12.8    2.2    2.3   13.2    2.1    2.4   10.8    2.0    1.7   11.2    2.0    1.8  -4.19  0.18  0.12  -4.20  0.18  0.12  -4.07  0.19  0.13  -4.10  0.20  0.12  2.16  0.05  0.05  
  IRAS04385    IRAS04385  1  0  0   6.259   0.384  159.6   11.6    8.9  3.583  0.026  0.022  -0.30  0.10  0.11  -0.21  0.11  0.16      0  6.32  0.29  0.34     0   -8.27  0.56  0.49    0       0  -1.091  0.086  0.094  1.266  0.187  0.089  0      0   37.8   11.9    7.3   68.6   17.1   14.8   59.3   18.0   10.7  103.7   26.3   21.4  -4.72  0.18  0.14  -5.00  0.17  0.12  -4.96  0.18  0.13  -5.20  0.15  0.12  3.23  0.07  0.08  
2MJ04333905  2MJ04333905  1  0  0   6.207   0.284  160.0    9.3    6.4  3.556  0.017  0.017  -1.04  0.13  0.13  -0.35  0.08  0.12      0  7.09  0.28  0.32     0       0     0     0    9       0  -0.984  0.063  0.094  1.954  0.028  0.026  0      0    7.4    0.9    0.1    8.0    1.6    0.3    7.6    1.9    0.1    8.9    2.1    0.6  -3.44  0.08  0.13  -3.54  0.11  0.16  -3.50  0.09  0.19  -3.63  0.12  0.18  2.04  0.06  0.07  
2MJ04334465  2MJ04334465  1  0  3   5.772   0.192  172.3    7.4    5.6  3.499  0.020  0.019  -0.39  0.09  0.08  -0.75  0.14  0.03      0  5.14  0.58  0.23  5.91       0     0     0    9       0  -1.176  0.063  0.090  1.767  0.058  0.076  0      0   14.3    3.5    2.6   18.0    8.5    2.9   12.6    3.0    2.3   16.0    7.4    2.6  -4.21  0.20  0.15  -4.41  0.21  0.19  -4.11  0.20  0.15  -4.34  0.22  0.19  2.21  0.05  0.05  
      GOTau        GOTau  1  0  0   6.917   0.048  143.9    2.6    2.1  3.583  0.026  0.022  -0.51  0.12  0.13  -0.12  0.01  0.23      0  6.64  0.29  0.35     0   -8.03  0.49  0.55    0       0  -0.711  0.070  0.078  2.224  0.076  0.029  0      0    8.1    1.4    0.2   12.1    2.6    1.3    8.0    0.9    0.2   11.5    2.0    1.2  -3.25  0.09  0.15  -3.61  0.15  0.14  -3.22  0.09  0.13  -3.57  0.14  0.13  2.17  0.03  0.06  
     LkCa15       LkCa15  1  1  0   6.295   0.048  158.2    2.9    2.6  3.638  0.025  0.023   0.02  0.17  0.18   0.01  0.04  0.16      0  6.31  0.33  0.38     0   -8.23  0.55  0.48    0       0  -0.291  0.058  0.078  2.087  0.010  0.008  0      0   10.3    2.4    1.7   10.8    2.5    1.8    9.9    1.8    1.7   10.5    1.8    1.8  -3.08  0.23  0.14  -3.12  0.22  0.14  -3.04  0.22  0.11  -3.09  0.22  0.10  2.72  0.05  0.05  
      MHO-6        MHO-6  1  0  1   7.046   0.097  141.4    3.0    2.6  3.499  0.020  0.019  -1.12  0.12  0.12  -0.93  0.34  0.00  -0.49  6.37  0.38  0.35     0   -9.51  0.47  0.59    2  -10.47  -1.309  0.059  0.083  1.568  0.082  0.067  0      0   10.1    2.7    1.6   11.0    4.7    1.6    7.7    2.5    0.2    8.8    3.9    0.8  -4.08  0.22  0.17  -4.19  0.23  0.21  -3.84  0.10  0.22  -4.00  0.19  0.24  1.32  0.04  0.06
      SUAur        SUAur  1  0  2   6.314   0.059  157.8    3.0    2.8  3.741  0.022  0.021   1.13  0.15  0.14   0.43  0.04  0.08   0.30  5.93  0.34  0.26     0   -8.12  0.53  0.50    1   -7.24  -1.168  0.055  0.082  1.154  0.114  0.515  1  1.401   61.7   67.5    8.8   64.5   88.9    7.7   65.0   69.6    9.2   67.6   92.3    7.8  -5.12  0.18  0.28  -5.18  0.20  0.29  -5.14  0.17  0.28  -5.19  0.19  0.30  4.03  0.05  0.08  
      UXTau        UXTau  1  1  0   7.147   0.100  139.4    2.9    2.6  3.691  0.015  0.017   0.27  0.16  0.18   0.16  0.04  0.06      0  6.39  0.30  0.26     0   -7.85  0.49  0.54    0       0  -0.827  0.052  0.084  1.596  0.011  0.011  0      0   19.4    4.4    3.3   19.6    4.4    3.3   19.8    3.5    3.4   20.2    3.4    3.4  -4.06  0.16  0.12  -4.07  0.16  0.13  -4.06  0.15  0.11  -4.07  0.14  0.11  3.08  0.06  0.07  
  V410Xray2    V410Xray2  1  0  3   7.748   0.478  128.7    9.7    6.8  3.585  0.024  0.024   0.35  0.11  0.08  -0.32  0.09  0.06      0  5.44  0.09  0.55  5.71       0     0     0    9       0  -1.642  0.085  0.094  1.327  0.112  0.083  0      0   35.4   13.7    5.5   37.5   37.6    3.9   23.2    8.1    3.9   24.4   24.5    2.5  -5.24  0.15  0.16  -5.30  0.14  0.29  -5.00  0.18  0.17  -5.09  0.17  0.29  2.42  0.08  0.06  
    V836Tau      V836Tau  1  0  0   5.897   0.043  168.8    3.3    2.9  3.611  0.020  0.024  -0.08  0.11  0.11  -0.14  0.09  0.14      0  6.12  0.36  0.25     0   -8.80  0.50  0.53    0       0  -1.044  0.055  0.082  1.357  0.042  0.030  0      0   23.1    5.3    3.9   24.0    7.9    3.7   20.0    4.0    3.5   20.8    6.3    3.3  -4.39  0.15  0.12  -4.43  0.15  0.15  -4.29  0.16  0.12  -4.33  0.15  0.15  2.45  0.06  0.07  
      AS209        AS209  1  0  0   8.266   0.062  120.6    1.8    1.6  3.628  0.026  0.025   0.15  0.20  0.21  -0.08  0.11  0.14      0  5.96  0.45  0.36     0   -7.28  0.51  0.54    0       0  -0.346  0.059  0.076  1.930  0.012  0.015  0      0   15.0    4.2    2.5   17.6    4.5    2.9   23.8    4.5    3.8   27.4    4.9    4.5  -3.45  0.19  0.14  -3.55  0.17  0.13  -3.73  0.15  0.11  -3.81  0.14  0.10  3.66  0.05  0.05
     DoAr25       DoAr25  1  0  0   7.222   0.076  137.9    2.6    2.2  3.628  0.026  0.025  -0.02  0.21  0.20  -0.02  0.04  0.19      0  6.25  0.35  0.44     0   -8.29  0.56  0.50    0       0  -0.248  0.051  0.085  2.067  0.013  0.012  0      0   11.2    2.9    2.0   13.4    3.4    2.3   10.1    2.0    1.6   12.3    2.1    2.0  -3.13  0.23  0.15  -3.28  0.20  0.13  -3.04  0.21  0.12  -3.19  0.19  0.11  2.60  0.04  0.08  
     DoAr33       DoAr33  1  0  0   7.147   0.055  139.4    2.4    2.1  3.651  0.025  0.026   0.18  0.20  0.21   0.04  0.05  0.17      0  6.17  0.35  0.41     0       0     0     0    9       0  -1.144  0.073  0.085  1.485  0.194  0.076  0      0   23.1    8.2    4.3   24.9   16.6    3.6   16.2    4.3    3.2   17.3   10.6    2.4  -4.51  0.20  0.15  -4.56  0.16  0.24  -4.26  0.22  0.15  -4.33  0.17  0.24  2.33  0.04  0.08  
     DoAr44       DoAr44  1  1  0   6.853   0.046  145.4    2.4    2.2  3.675  0.016  0.016   0.25  0.20  0.21   0.12  0.04  0.08      0  6.29  0.32  0.32     0   -7.97  0.51  0.51    0       0  -0.635  0.056  0.081  1.789  0.022  0.017  0      0   15.9    4.0    2.7   16.5    4.1    2.9   18.4    3.5    3.0   18.9    3.6    3.0  -3.75  0.19  0.13  -3.77  0.18  0.14  -3.83  0.15  0.11  -3.84  0.15  0.12  3.26  0.06  0.07  
    Elias20      Elias20  1  0  3   7.224   0.227  138.3    4.9    4.6  3.588  0.022  0.026   0.35  0.22  0.19  -0.32  0.12  0.07      0  5.04  0.60  0.14  5.90   -6.90  0.54  0.50    0       0  -0.582  0.062  0.084  1.651  0.023  0.024  0      0   24.7    5.8    4.7   31.0    7.7    5.6   22.0    4.2    3.8   28.1    5.4    4.8  -3.95  0.16  0.14  -4.08  0.14  0.13  -3.88  0.14  0.12  -4.02  0.13  0.12  2.97  0.06  0.08  
    Elias24      Elias24  1  0  0   7.341   0.109  135.7    3.0    2.5  3.628  0.026  0.025   0.78  0.20  0.21  -0.11  0.16  0.08      0  5.29  0.26  0.41     0   -6.40  0.54  0.52    0       0  -0.062  0.061  0.076  1.962  0.013  0.013  0      0   22.7    5.4    4.5   31.5    7.2    5.8   20.8    4.1    3.6   29.4    5.1    5.1  -3.39  0.17  0.12  -3.57  0.14  0.12  -3.33  0.15  0.11  -3.52  0.13  0.12  3.45  0.05  0.07  
      GSS39        GSS39  1  0  0   8.630   0.976  115.9   18.7    9.8  3.586  0.023  0.025  -0.04  0.23  0.23  -0.31  0.15  0.11      0  5.89  0.43  0.58     0   -7.19  0.53  0.58    0       0  -0.337  0.134  0.112  2.142  0.062  0.043  0      0    9.0    4.7    0.1   16.3    4.2    2.7    8.8    2.9    0.3   14.9    2.7    2.2  -3.12  0.22  0.20  -3.45  0.22  0.15  -3.00  0.16  0.20  -3.38  0.21  0.14  2.54  0.13  0.10  
    RXJ1633      RXJ1633  1  1  0   7.074   0.075  140.8    2.7    2.3  3.639  0.023  0.025  -0.00  0.18  0.22   0.00  0.04  0.16      0  6.32  0.36  0.39     0  -10.07  0.52  0.52    0       0  -0.631  0.059  0.080  1.696  0.011  0.011  0      0   15.1    3.7    2.7   15.5    3.7    2.7   12.0    2.1    2.0   12.4    2.2    2.1  -3.69  0.19  0.14  -3.70  0.18  0.13  -3.52  0.20  0.11  -3.54  0.19  0.12  2.36  0.06  0.07  
        SR4          SR4  1  0  0   7.430   0.046  134.0    2.2    1.8  3.610  0.021  0.023   0.07  0.20  0.21  -0.17  0.11  0.14      0  5.93  0.42  0.40     0   -6.94  0.55  0.51    0       0  -0.861  0.057  0.079  1.442  0.029  0.027  0      0   22.0    5.5    3.9   23.1    6.0    4.2   28.5    5.7    4.5   29.9    6.4    4.9  -4.18  0.17  0.13  -4.19  0.15  0.14  -4.32  0.14  0.11  -4.35  0.14  0.11  3.32  0.05  0.08  
       SR13         SR13  1  0  0   7.280   0.150  136.8    3.7    3.0  3.526  0.027  0.023  -0.32  0.21  0.20  -0.60  0.16  0.10      0  5.85  0.17  0.81     0   -8.21  0.50  0.56    0       0  -0.825  0.057  0.082  1.656  0.029  0.035  0      0   13.3    3.2    2.4   13.8    3.3    2.6   16.8    3.0    3.0   17.3    3.0    3.0  -3.82  0.21  0.13  -3.84  0.21  0.13  -3.96  0.17  0.11  -3.97  0.15  0.12  2.85  0.05  0.07  
       SR21         SR21  1  1  0   7.225   0.057  138.0    2.1    2.3  3.763  0.025  0.024   1.11  0.22  0.18   0.41  0.06  0.09      0  6.19  0.34  0.38     0   -8.07  0.53  0.50    0       0  -0.397  0.053  0.081  1.777  0.019  0.011  0      0   26.7    6.6    4.6   27.4    7.1    4.5   31.7    5.8    5.1   32.8    5.9    5.4  -3.84  0.16  0.11  -3.84  0.15  0.13  -3.91  0.13  0.10  -3.93  0.13  0.11  4.20  0.03  0.06  
       SR24         SR24  1  1  0   8.739   0.347  114.0    5.4    4.1  3.698  0.026  0.024   0.58  0.19  0.21   0.21  0.06  0.12      0  6.10  0.33  0.35     0   -7.48  0.55  0.49    0       0  -0.467  0.070  0.081  1.707  0.021  0.019  0      0   21.7    5.5    3.8   22.9    5.6    4.0   17.5    3.0    3.0   18.3    3.3    3.1  -3.77  0.16  0.13  -3.80  0.17  0.13  -3.62  0.17  0.11  -3.65  0.16  0.12  2.95  0.06  0.08  
     WaOph6       WaOph6  1  0  0   8.073   0.047  123.4    1.9    1.5  3.624  0.025  0.026   0.46  0.20  0.21  -0.17  0.17  0.09      0  5.51  0.40  0.45     0   -6.56  0.52  0.54    0       0  -0.454  0.059  0.082  1.937  0.075  0.040  0      0   19.7    5.2    3.7   27.6    7.4    4.5   17.1    3.4    3.2   24.7    4.6    4.2  -3.72  0.19  0.13  -3.93  0.16  0.13  -3.62  0.18  0.12  -3.84  0.15  0.12  3.01  0.04  0.08  
       WL18         WL18  1  0  0   7.543   0.485  131.6   11.0    6.7  3.610  0.021  0.024  -0.47  0.21  0.20  -0.10  0.04  0.14      0  6.72  0.38  0.41     0   -7.82  0.52  0.53    0       0  -1.323  0.084  0.100  1.274  0.081  0.115  0      0   20.2    8.5    3.4   21.1   13.4    3.2   17.4    6.1    2.8   18.1   10.5    2.6  -4.60  0.19  0.19  -4.64  0.19  0.26  -4.49  0.18  0.19  -4.53  0.17  0.27  2.04  0.08  0.08  
      WSB52        WSB52  1  0  0   7.298   0.092  136.4    2.8    2.2  3.572  0.027  0.023  -0.15  0.21  0.20  -0.32  0.13  0.17      0  5.85  0.48  0.52     0   -7.58  0.53  0.53    0       0  -0.814  0.064  0.084  1.769  0.100  0.083  0      0   19.7    5.9    4.4   37.0   12.2    8.2   25.3    6.0    5.0   46.5   13.2    9.7  -4.07  0.22  0.15  -4.43  0.18  0.14  -4.21  0.18  0.13  -4.54  0.16  0.13  3.05  0.04  0.08  
      WSB60        WSB60  1  1  0   7.295   0.137  136.5    3.5    2.8  3.528  0.024  0.026  -0.63  0.21  0.20  -0.65  0.24  0.11      0  6.08  0.41  0.68     0   -8.85  0.52  0.57    0       0  -0.599  0.062  0.079  1.664  0.045  0.024  0      0   11.9    3.0    2.1   12.8    3.2    2.2   13.3    2.5    2.2   14.3    2.7    2.4  -3.52  0.23  0.13  -3.55  0.21  0.14  -3.58  0.20  0.11  -3.63  0.19  0.11  2.35  0.05  0.07  
      CQTau        CQTau  1  1  0   6.131   0.082  162.7    3.3    3.6  3.841  0.032  0.037   1.00  0.33  0.28   0.18  0.09  0.03      0  7.04  0.40  0.40     0   -9.24  1.20  1.08    1   -7.52  -0.220  0.062  0.075  1.763  0.018  0.018  0      0   24.5    8.0    4.5   25.1    8.2    4.7   36.0    6.7    5.8   36.6    7.1    5.7  -3.61  0.18  0.14  -3.62  0.17  0.14  -3.81  0.14  0.10  -3.81  0.13  0.11  4.42  0.04  0.05  
   HD163296     HD163296  1  0  0   9.853   0.114  101.2    1.7    1.4  3.965  0.035  0.034   1.23  0.31  0.30   0.31  0.05  0.03      0  7.10  0.6   0.6      0   -7.40  0.28  0.32    0       0  -0.009  0.049  0.084  1.988  0.006  0.007  0      0   26.2    9.0    4.8   32.4   10.8    5.8   26.7    4.5    4.8   32.8    5.4    5.7  -3.46  0.19  0.13  -3.57  0.17  0.13  -3.43  0.14  0.10  -3.54  0.13  0.11  3.96  0.03  0.06
    LkHa330      LkHa330  1  1  0   3.216   0.079  309.0   12.8   11.6  3.765  0.025  0.024   1.36  0.20  0.20   0.47  0.06  0.09      0  6.09  0.27  0.43     0   -7.60  0.51  0.52    0       0   0.015  0.063  0.085  2.141  0.026  0.025  0      0   19.9    5.3    3.3   20.5    5.4    3.3   20.2    3.4    3.6   20.9    3.3    3.8  -3.26  0.18  0.12  -3.27  0.17  0.12  -3.23  0.16  0.11  -3.25  0.15  0.11  4.11  0.06  0.07  
     MWC758       MWC758  1  1  0   6.240   0.067  159.7    3.1    3.1  3.879  0.026  0.024   0.99  0.20  0.21   0.22  0.02  0.04      0  7.11  0.37  0.22     0   -6.14  0.49  0.53    0       0  -0.633  0.058  0.078  1.923  0.010  0.010  0      0   20.0    4.7    3.6   20.3    4.8    3.7   24.5    4.3    4.0   24.9    4.3    4.1  -3.88  0.16  0.13  -3.88  0.16  0.14  -3.99  0.13  0.11  -4.01  0.14  0.11  4.12  0.04  0.06  
    RXJ1604      RXJ1604  1  1  4   6.662   0.056  149.2    2.9    2.2  3.690  0.025  0.024  -0.22  0.16  0.15   0.03  0.03  0.09      0  7.11  0.47  0.38  6.48  -11.21  0.33  0.11    1  -10.66  -0.644  0.057  0.083  2.034  0.013  0.009  0      0    9.0    2.0    1.5    9.1    2.1    1.4    7.1    1.7    0.0    7.1    1.9    0.0  -3.33  0.24  0.12  -3.35  0.24  0.12  -3.06  0.06  0.20  -3.08  0.06  0.21  2.26  0.04  0.06  
    RXJ1615      RXJ1615  1  1  0   6.342   0.036  157.0    2.8    2.5  3.638  0.025  0.024  -0.03  0.21  0.20   0.00  0.04  0.16      0  6.31  0.38  0.37     0   -8.60  0.56  0.49    0       0  -0.254  0.054  0.080  2.059  0.015  0.014  0      0   11.6    3.1    2.1   13.6    3.4    2.3   11.0    1.8    2.0   12.7    2.2    2.2  -3.17  0.25  0.12  -3.27  0.21  0.13  -3.07  0.21  0.12  -3.20  0.19  0.11  2.61  0.06  0.07  
  SAO206462    SAO206462  1  1  0   7.365   0.077  135.2    2.5    2.1  3.819  0.025  0.026   0.86  0.21  0.20   0.16  0.07  0.02      0  7.12  0.40  0.40     0   -7.43  0.55  0.49    0       0  -0.250  0.060  0.078  1.884  0.014  0.012  0      0   20.4    5.1    3.5   20.9    5.6    3.3   21.7    3.9    3.6   22.5    3.9    3.8  -3.51  0.16  0.13  -3.53  0.16  0.14  -3.55  0.15  0.10  -3.56  0.15  0.11  3.72  0.05  0.05  
      TWHya        TWHya  1  1  0  16.643   0.042   59.7    0.7    0.1  3.612  0.027  0.023  -0.47  0.21  0.20  -0.09  0.04  0.15      0  6.75  0.38  0.41     0   -8.57  0.49  0.56    0       0  -0.612  0.054  0.077  1.665  0.004  0.002  0      0   13.7    3.4    2.5   16.3    4.1    2.8   16.7    2.8    3.0   20.0    3.2    3.6  -3.60  0.20  0.15  -3.73  0.18  0.13  -3.72  0.17  0.11  -3.83  0.14  0.11  2.63  0.05  0.07  
     UZTauE       UZTauE  1  0  0   7.622   0.092  130.8    2.4    2.2  3.550  0.016  0.014  -0.09  0.19  0.15  -0.17  0.09  0.09      0  6.02  0.33  0.34     0   -8.52  0.54  0.49    0       0  -0.482  0.053  0.083  1.912  0.014  0.013  0      0   13.4    3.1    2.4   15.9    3.7    2.7   17.9    3.1    3.1   20.9    3.8    3.4  -3.48  0.20  0.13  -3.59  0.17  0.14  -3.66  0.16  0.12  -3.76  0.15  0.11  3.19  0.03  0.06
    L4_0159        Sz133  0  0  0   6.532   0.566  152.5   17.6   10.4  3.638  0.021  0.019   0.02  0.26  0.27  -0.01  0.05  0.13      0  6.28  0.40  0.46     0   -8.92  0.39  0.32    0       0  -1.059  0.095  0.085  1.843  0.042  0.037  0      0   14.7    4.3    2.7   17.4    5.1    3.0   10.8    2.1    1.8   13.0    2.3    2.1  -4.10  0.22  0.15  -4.20  0.19  0.15  -3.85  0.23  0.12  -3.99  0.20  0.12  2.23  0.10  0.09
    L3_0018    J16070384  0  0  0   6.550   0.638  151.3   21.2   10.5  3.506  0.009  0.011  -0.99  0.18  0.16  -0.74  0.11  0.07      0  6.28  0.28  0.38     0       0     0     0    9       0  -2.337  0.174  0.205  1.682  0.422  0.194  0      0    8.0    5.6    0.1   10.0    6.2    1.1    7.8    4.1    0.2    8.8    5.4    0.6  -4.92  0.22  0.51  -5.12  0.30  0.42  -4.84  0.19  0.49  -5.00  0.25  0.46  1.62  0.11  0.11
    L3_0026    J16073773  0  0  0   5.734   0.155  173.5    6.2    5.0  3.486  0.009  0.010  -1.05  0.15  0.15  -0.92  0.10  0.04      0  6.17  0.12  0.62     0  -10.08  0.32  0.31    0       0  -2.353  0.100  0.073  1.311  0.095  0.418  0      0   14.5   12.7    2.2   15.5   17.8    2.0    8.2    8.8    0.1    9.9   11.4    1.0  -5.40  0.24  0.38  -5.48  0.24  0.41  -4.99  0.20  0.50  -5.18  0.29  0.44  1.01  0.05  0.08
    L3_0038    J16081497  0  0  0   6.864   0.898  144.5   30.3   12.3  3.486  0.009  0.011  -1.02  0.20  0.18  -0.89  0.08  0.07      0  6.14  0.13  0.72     0  -10.10  0.34  0.40    0       0  -1.984  0.159  0.106  1.304  0.100  0.081  0      0   14.5    4.8    2.3   15.5    9.2    2.2    8.9    2.6    1.0    9.7    5.6    1.2  -5.00  0.23  0.19  -5.06  0.22  0.26  -4.59  0.20  0.22  -4.69  0.22  0.31  0.94  0.16  0.11
    L3_0070    J16085373  0  0  0   6.400   0.825  155.5   31.1   13.7  3.485  0.011  0.009  -1.02  0.20  0.19  -0.90  0.09  0.05      0  6.13  0.15  0.70     0  -10.06  0.39  0.34    0       0  -2.383  0.162  0.117  1.154  0.142  0.452  1  1.462   17.0   17.3    2.4   18.3   23.3    2.1    9.4   10.7    0.6   10.9   13.8    1.1  -5.59  0.30  0.35  -5.64  0.27  0.39  -5.19  0.31  0.43  -5.27  0.28  0.47  0.88  0.16  0.13
    L3_0030    J16075475  0  0  0   6.507   0.662  152.6   22.3   11.2  3.506  0.009  0.011  -0.98  0.18  0.18  -0.72  0.08  0.09      0  6.31  0.25  0.41     0       0     0     0    9       0  -2.333  0.212  0.122  1.617  0.618  0.095  0      0    7.8    4.5    0.1    9.3    4.3    0.9    7.2    1.9    0.0    7.3    2.8    0.0  -4.82  0.19  0.45  -5.06  0.33  0.27  -4.73  0.20  0.28  -4.77  0.18  0.32  1.31  0.12  0.11
